Date and Time (UTC),Receiver,Transmitter,Station Name,Lat_dd,Lon_dd,Notes
8/13/18 22:19,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:19,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:19,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:18,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:18,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:18,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:18,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:18,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:18,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/13/18 22:18,VR2W-129794,A69-1602-29792,SB-7,33.46366667,-119.0418333,
8/14/18 20:41,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 20:38,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 20:35,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 20:33,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 20:31,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 18:13,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 16:55,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 16:51,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 16:49,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 16:46,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 16:44,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 11:19,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 11:11,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 11:09,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 11:07,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 0:38,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 0:35,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/14/18 0:33,VR2W-133755,A69-1602-9718,SB-8,33.46065,-119.0348,
8/13/18 22:58,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:58,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:57,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:49,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:46,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:46,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:46,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:46,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:46,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:46,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:46,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:46,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:45,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:45,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:45,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:45,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:45,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:44,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:44,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/13/18 22:44,VR2W-133755,A69-1602-29792,SB-8,33.46065,-119.0348,
8/14/18 16:11,VR2W-133756,A69-1602-9716,SB-9,33.47086667,-119.0260167,
8/14/18 7:34,VR2W-133756,A69-1602-9718,SB-9,33.47086667,-119.0260167,
8/14/18 7:28,VR2W-133756,A69-1602-9718,SB-9,33.47086667,-119.0260167,
8/13/18 23:37,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:36,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:36,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:36,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:36,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:35,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:35,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:35,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:35,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:35,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:35,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:35,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:35,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:34,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:34,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:34,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:34,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:34,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:34,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:34,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:34,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:33,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:33,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:20,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:20,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:20,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:20,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:20,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:20,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:20,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:19,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:19,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:19,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:19,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:19,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:19,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:19,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:18,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:18,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:18,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:18,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:18,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:18,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:18,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:17,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:17,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:17,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
8/13/18 23:17,VR2W-133756,A69-1602-29792,SB-9,33.47086667,-119.0260167,
